Order_ID,Book_Title,Author,Genre,Customer_Age,Customer_Gender,Country,Purchase_Date,Units_Sold,Sale_Price,Cost_Price,Revenue,Cost,Profit,Profit_Margin
1216,Python for AI,John Smith,Technical,18,Male,India,2024-08-25,6,28.74,14.47,172.44,86.82,85.62,49.65
1217,Neural Networks Explained,Sarah Johnson,Technical,37,Male,Canada,2024-04-24,6,17.07,10.62,102.42,63.72,38.7,37.79
1218,AI in Business,David Lee,Advanced,22,Female,USA,2024-03-30,4,26.11,12.39,104.44,49.56,54.88,52.55
1219,Computer Vision Essentials,Sophia Davis,Beginner,53,Female,India,2024-04-17,10,28.52,18.59,285.2,185.9,99.3,34.82
1220,AI in Business,John Smith,Business,27,Male,UK,2024-04-05,4,45.25,25.04,181.0,100.16,80.84,44.66
1221,Python for AI,Emma Brown,Business,31,Male,Germany,2024-12-02,8,26.87,17.01,214.96,136.08,78.88,36.7
1222,Natural Language Processing,Sarah Johnson,Advanced,38,Female,UK,2024-02-16,8,52.1,24.46,416.8,195.68,221.12,53.05
1223,Computer Vision Essentials,Sarah Johnson,Beginner,23,Male,India,2024-08-21,5,22.15,13.69,110.75,68.45,42.3,38.19
1224,AI Automation,John Smith,Business,45,Male,Germany,2024-01-07,2,36.19,17.89,72.38,35.78,36.6,50.57
1225,AI in Business,John Smith,Beginner,25,Female,USA,2024-08-27,4,45.12,24.0,180.48,96.0,84.48,46.81
1226,Natural Language Processing,David Lee,Business,43,Female,Germany,2024-06-05,2,46.51,27.38,93.02,54.76,38.26,41.13
1227,Python for AI,Emma Brown,Business,43,Female,India,2024-01-18,1,25.8,12.31,25.8,12.31,13.49,52.29
1228,Python for AI,John Smith,Advanced,62,Male,India,2024-11-09,5,20.6,11.07,103.0,55.35,47.65,46.26
1229,Computer Vision Essentials,Michael Chen,Beginner,55,Male,UK,2024-12-06,4,46.06,28.96,184.24,115.84,68.4,37.13
1230,Machine Learning Guide,Sarah Johnson,Advanced,27,Male,Australia,2024-09-20,9,24.35,14.97,219.15,134.73,84.42,38.52
1231,AI Ethics Handbook,David Lee,Technical,50,Male,India,2024-02-29,2,30.14,17.21,60.28,34.42,25.86,42.9
1232,Deep Learning Mastery,John Smith,Beginner,62,Male,India,2024-12-25,6,44.04,23.42,264.24,140.52,123.72,46.82
1233,AI Automation,Michael Chen,Business,24,Male,Germany,2024-09-28,4,59.52,28.19,238.08,112.76,125.32,52.64
1234,AI Basics,Michael Chen,Technical,48,Male,UK,2024-09-26,4,49.76,22.39,199.04,89.56,109.48,55.0
1235,Deep Learning Mastery,Sarah Johnson,Business,65,Female,Canada,2024-05-13,2,31.54,15.68,63.08,31.36,31.72,50.29
1236,AI Basics,Sophia Davis,Technical,63,Male,USA,2024-12-09,3,50.38,31.82,151.14,95.46,55.68,36.84
1237,Computer Vision Essentials,Emma Brown,Advanced,68,Female,Canada,2024-10-18,9,56.33,34.54,506.97,310.86,196.11,38.68
1238,Deep Learning Mastery,John Smith,Beginner,55,Male,Canada,2024-03-18,9,49.5,20.66,445.5,185.94,259.56,58.26
1239,Neural Networks Explained,Sarah Johnson,Advanced,54,Male,Germany,2024-09-28,5,52.01,36.25,260.05,181.25,78.8,30.3
1240,Deep Learning Mastery,Sarah Johnson,Technical,37,Male,Canada,2024-12-01,9,53.74,27.87,483.66,250.83,232.83,48.14
1241,Python for AI,David Lee,Business,66,Male,UK,2024-07-15,4,20.81,13.58,83.24,54.32,28.92,34.74
1242,Neural Networks Explained,Sarah Johnson,Business,42,Female,Australia,2024-02-09,9,26.71,18.42,240.39,165.78,74.61,31.04
1243,Python for AI,Emma Brown,Advanced,49,Female,Germany,2024-12-18,2,38.19,21.82,76.38,43.64,32.74,42.86
1244,Machine Learning Guide,Sarah Johnson,Advanced,25,Male,USA,2024-08-29,10,18.32,9.07,183.2,90.7,92.5,50.49
1245,AI Automation,Emma Brown,Business,23,Female,India,2024-10-06,5,22.46,10.47,112.3,52.35,59.95,53.38
1246,Neural Networks Explained,John Smith,Advanced,50,Male,India,2024-12-26,3,46.65,30.38,139.95,91.14,48.81,34.88
1247,Natural Language Processing,Emma Brown,Technical,34,Male,Germany,2024-03-14,1,34.04,23.59,34.04,23.59,10.45,30.7
1248,Deep Learning Mastery,Sarah Johnson,Advanced,65,Male,Australia,2024-12-19,1,16.75,6.92,16.75,6.92,9.83,58.69
1249,AI in Business,Michael Chen,Beginner,23,Female,UK,2024-02-01,4,33.28,15.01,133.12,60.04,73.08,54.9
1250,Neural Networks Explained,John Smith,Business,49,Male,UK,2024-06-14,6,47.68,19.36,286.08,116.16,169.92,59.4
1251,Computer Vision Essentials,David Lee,Technical,30,Female,Canada,2024-03-11,5,26.84,18.79,134.2,93.95,40.25,29.99
1252,AI Basics,David Lee,Advanced,21,Male,Canada,2024-06-21,3,57.07,26.77,171.21,80.31,90.9,53.09
1253,AI Ethics Handbook,John Smith,Business,58,Male,Australia,2024-10-30,7,46.36,21.76,324.52,152.32,172.2,53.06
1254,Python for AI,Michael Chen,Beginner,33,Female,USA,2024-06-15,6,42.5,19.38,255.0,116.28,138.72,54.4
1255,Computer Vision Essentials,John Smith,Advanced,57,Female,UK,2024-08-18,7,37.4,17.79,261.8,124.53,137.27,52.43
1256,Machine Learning Guide,Emma Brown,Advanced,51,Female,Germany,2024-11-21,10,22.72,11.77,227.2,117.7,109.5,48.2
1257,AI Ethics Handbook,Emma Brown,Business,54,Male,Australia,2024-02-18,3,22.13,9.85,66.39,29.55,36.84,55.49
1258,Computer Vision Essentials,Emma Brown,Beginner,37,Male,Canada,2024-05-18,1,34.42,22.19,34.42,22.19,12.23,35.53
1259,Python for AI,Michael Chen,Advanced,52,Male,Canada,2024-02-09,9,47.72,27.78,429.48,250.02,179.46,41.79
1260,AI Automation,Emma Brown,Business,22,Male,Canada,2024-03-03,4,49.47,27.83,197.88,111.32,86.56,43.74
1261,AI in Business,David Lee,Technical,45,Male,Australia,2024-07-14,10,31.05,17.83,310.5,178.3,132.2,42.58
1262,Machine Learning Guide,Emma Brown,Technical,27,Female,USA,2024-01-08,8,30.47,21.24,243.76,169.92,73.84,30.29
1263,Machine Learning Guide,Sophia Davis,Business,43,Female,Australia,2024-02-01,2,56.44,29.67,112.88,59.34,53.54,47.43
1264,AI Automation,David Lee,Advanced,43,Female,USA,2024-03-17,10,24.02,10.61,240.2,106.1,134.1,55.83
1265,Neural Networks Explained,David Lee,Beginner,63,Male,USA,2024-11-25,9,21.45,9.32,193.05,83.88,109.17,56.55
1266,AI in Business,Michael Chen,Advanced,26,Female,USA,2024-02-23,6,34.71,19.85,208.26,119.1,89.16,42.81
1267,Deep Learning Mastery,Sarah Johnson,Beginner,26,Female,India,2024-07-01,10,27.89,13.82,278.9,138.2,140.7,50.45
1268,Deep Learning Mastery,Emma Brown,Business,46,Female,Canada,2024-09-06,7,28.52,19.67,199.64,137.69,61.95,31.03
1269,AI Automation,Sarah Johnson,Business,22,Female,Germany,2024-04-08,10,30.23,14.2,302.3,142.0,160.3,53.03
1270,AI in Business,David Lee,Advanced,53,Female,India,2024-11-26,8,20.68,10.11,165.44,80.88,84.56,51.11
1271,Natural Language Processing,Michael Chen,Advanced,48,Female,Germany,2024-11-13,6,45.68,23.86,274.08,143.16,130.92,47.77
1272,AI Automation,Sophia Davis,Technical,35,Male,UK,2024-01-16,5,28.33,19.2,141.65,96.0,45.65,32.23
1273,Deep Learning Mastery,Sophia Davis,Advanced,56,Female,Australia,2024-10-04,8,16.16,7.58,129.28,60.64,68.64,53.09
1274,Natural Language Processing,Emma Brown,Advanced,49,Male,UK,2024-04-16,9,34.3,16.01,308.7,144.09,164.61,53.32
1275,AI Basics,Sophia Davis,Business,62,Female,Canada,2024-11-30,8,15.72,7.35,125.76,58.8,66.96,53.24
1276,Python for AI,Emma Brown,Beginner,52,Male,Australia,2024-02-25,8,45.92,21.32,367.36,170.56,196.8,53.57
1277,AI Automation,Michael Chen,Beginner,27,Female,Germany,2024-04-13,4,54.51,31.97,218.04,127.88,90.16,41.35
1278,Deep Learning Mastery,Sarah Johnson,Business,42,Male,Germany,2024-04-01,9,19.89,10.69,179.01,96.21,82.8,46.25
1279,AI in Business,Emma Brown,Advanced,29,Female,India,2024-07-25,5,53.01,25.2,265.05,126.0,139.05,52.46
1280,Python for AI,Sophia Davis,Beginner,20,Male,Australia,2024-02-27,3,51.52,21.52,154.56,64.56,90.0,58.23
1281,Computer Vision Essentials,Michael Chen,Business,51,Male,Canada,2024-10-22,8,32.09,16.9,256.72,135.2,121.52,47.34
1282,Deep Learning Mastery,David Lee,Beginner,59,Male,Germany,2024-01-03,10,15.32,7.2,153.2,72.0,81.2,53.0
1283,Python for AI,David Lee,Technical,60,Male,Canada,2024-02-04,9,17.81,7.24,160.29,65.16,95.13,59.35
1284,AI in Business,Emma Brown,Beginner,33,Male,Australia,2024-09-18,4,55.8,29.62,223.2,118.48,104.72,46.92
1285,AI Automation,Sarah Johnson,Advanced,45,Female,USA,2024-02-04,10,35.15,17.28,351.5,172.8,178.7,50.84
1286,AI Basics,Emma Brown,Advanced,47,Female,Germany,2024-12-07,4,36.17,21.32,144.68,85.28,59.4,41.06
1287,Python for AI,John Smith,Business,68,Female,UK,2024-12-19,1,17.54,11.23,17.54,11.23,6.31,35.97
1288,AI Basics,Michael Chen,Technical,53,Male,Germany,2024-01-22,3,38.11,18.93,114.33,56.79,57.54,50.33
1289,Natural Language Processing,Emma Brown,Business,68,Female,USA,2024-03-02,6,29.67,16.83,178.02,100.98,77.04,43.28
1290,Machine Learning Guide,Emma Brown,Technical,53,Male,Germany,2024-07-13,2,24.66,11.76,49.32,23.52,25.8,52.31
1291,Deep Learning Mastery,Sarah Johnson,Technical,45,Female,Germany,2024-11-27,4,52.7,28.02,210.8,112.08,98.72,46.83
1292,AI in Business,David Lee,Business,64,Male,India,2024-08-24,9,30.17,13.8,271.53,124.2,147.33,54.26
1293,AI Automation,Emma Brown,Technical,46,Male,Germany,2024-10-10,2,35.08,19.96,70.16,39.92,30.24,43.1
1294,Natural Language Processing,Michael Chen,Technical,22,Male,India,2024-01-20,5,54.0,36.92,270.0,184.6,85.4,31.63
1295,AI in Business,Sarah Johnson,Technical,54,Male,Germany,2024-08-14,6,16.16,6.78,96.96,40.68,56.28,58.04
1296,AI Automation,David Lee,Advanced,23,Female,USA,2024-10-07,1,48.75,21.08,48.75,21.08,27.67,56.76
1297,AI Ethics Handbook,John Smith,Business,38,Female,Canada,2024-03-22,4,35.06,18.71,140.24,74.84,65.4,46.63
1298,Neural Networks Explained,Sophia Davis,Business,56,Male,India,2024-07-27,3,26.5,16.36,79.5,49.08,30.42,38.26
1299,Deep Learning Mastery,Sarah Johnson,Business,45,Female,UK,2024-06-29,6,38.87,25.46,233.22,152.76,80.46,34.5
1300,Natural Language Processing,David Lee,Beginner,40,Female,India,2024-09-26,8,46.05,27.95,368.4,223.6,144.8,39.31
1301,Natural Language Processing,Emma Brown,Advanced,70,Female,Germany,2024-04-03,8,31.74,17.81,253.92,142.48,111.44,43.89
1302,Machine Learning Guide,Sophia Davis,Business,68,Male,USA,2024-06-01,1,20.37,9.44,20.37,9.44,10.93,53.66
1303,Machine Learning Guide,Sophia Davis,Advanced,29,Male,India,2024-05-10,9,31.64,12.71,284.76,114.39,170.37,59.83
1304,Computer Vision Essentials,Sarah Johnson,Advanced,45,Male,Australia,2024-03-30,5,26.82,13.34,134.1,66.7,67.4,50.26
1305,AI Basics,Sophia Davis,Advanced,36,Male,Australia,2024-02-11,8,24.2,10.21,193.6,81.68,111.92,57.81
1306,Python for AI,Sophia Davis,Advanced,50,Female,Germany,2024-10-22,5,43.16,18.05,215.8,90.25,125.55,58.18
1307,AI Basics,David Lee,Business,57,Male,Germany,2024-04-02,8,22.42,14.85,179.36,118.8,60.56,33.76
1308,Python for AI,John Smith,Technical,41,Female,USA,2024-08-31,8,42.0,25.88,336.0,207.04,128.96,38.38
1309,AI in Business,Emma Brown,Business,44,Male,India,2024-05-02,10,30.69,20.19,306.9,201.9,105.0,34.21
1310,Deep Learning Mastery,John Smith,Business,66,Female,Australia,2024-02-10,1,16.47,8.71,16.47,8.71,7.76,47.12
1311,Computer Vision Essentials,John Smith,Beginner,59,Female,Germany,2024-01-31,7,50.01,24.39,350.07,170.73,179.34,51.23
1312,Computer Vision Essentials,John Smith,Advanced,19,Male,Germany,2024-11-08,3,56.98,39.67,170.94,119.01,51.93,30.38
1313,Python for AI,John Smith,Beginner,63,Female,Germany,2024-03-03,3,47.27,22.57,141.81,67.71,74.1,52.25
1314,Computer Vision Essentials,Sarah Johnson,Beginner,19,Female,USA,2024-05-03,10,59.35,41.2,593.5,412.0,181.5,30.58
1315,AI Automation,David Lee,Beginner,35,Female,Germany,2024-06-22,3,16.08,6.54,48.24,19.62,28.62,59.33
1316,AI Ethics Handbook,Sarah Johnson,Beginner,46,Male,Germany,2024-09-07,4,42.49,29.03,169.96,116.12,53.84,31.68
1317,AI Ethics Handbook,David Lee,Beginner,39,Female,India,2024-03-06,7,30.76,14.5,215.32,101.5,113.82,52.86
1318,Computer Vision Essentials,Sarah Johnson,Advanced,22,Female,Germany,2024-08-18,9,31.99,21.1,287.91,189.9,98.01,34.04
1319,AI in Business,David Lee,Technical,22,Female,Canada,2024-03-25,4,49.22,32.26,196.88,129.04,67.84,34.46
1320,Computer Vision Essentials,Emma Brown,Beginner,36,Male,Canada,2024-08-04,5,24.14,9.91,120.7,49.55,71.15,58.95
1321,AI Ethics Handbook,Michael Chen,Technical,28,Female,Germany,2024-10-08,5,49.43,24.32,247.15,121.6,125.55,50.8
1322,AI Automation,Sarah Johnson,Beginner,37,Female,Australia,2024-02-29,1,47.69,27.7,47.69,27.7,19.99,41.92
1323,Python for AI,John Smith,Technical,62,Male,UK,2024-02-12,10,38.95,25.47,389.5,254.7,134.8,34.61
1324,Python for AI,Michael Chen,Business,33,Male,Australia,2024-12-27,9,40.47,22.02,364.23,198.18,166.05,45.59
1325,Natural Language Processing,Sarah Johnson,Beginner,20,Female,Australia,2024-07-12,1,58.92,37.96,58.92,37.96,20.96,35.57
1326,AI Automation,Sophia Davis,Technical,20,Male,USA,2024-01-28,6,39.6,24.19,237.6,145.14,92.46,38.91
1327,Python for AI,Sarah Johnson,Advanced,35,Female,India,2024-02-29,9,43.3,25.76,389.7,231.84,157.86,40.51
1328,Deep Learning Mastery,Michael Chen,Beginner,46,Male,Australia,2024-08-30,9,42.01,18.57,378.09,167.13,210.96,55.8
1329,Machine Learning Guide,John Smith,Technical,36,Male,Germany,2024-02-18,3,37.65,22.04,112.95,66.12,46.83,41.46
1330,Neural Networks Explained,Sophia Davis,Technical,28,Male,India,2024-11-18,9,42.98,21.64,386.82,194.76,192.06,49.65
1331,Machine Learning Guide,Sophia Davis,Beginner,29,Female,USA,2024-05-24,4,15.54,7.01,62.16,28.04,34.12,54.89
1332,Deep Learning Mastery,Sophia Davis,Business,52,Male,USA,2024-12-08,7,29.31,18.47,205.17,129.29,75.88,36.98
1333,Natural Language Processing,Sarah Johnson,Advanced,36,Male,USA,2024-12-30,1,17.93,11.14,17.93,11.14,6.79,37.87
1334,AI Ethics Handbook,Sophia Davis,Advanced,18,Male,Germany,2024-10-13,3,40.15,21.26,120.45,63.78,56.67,47.05
1335,Machine Learning Guide,John Smith,Beginner,18,Male,India,2024-07-04,3,43.11,27.04,129.33,81.12,48.21,37.28
1336,Deep Learning Mastery,Sophia Davis,Technical,38,Male,Germany,2024-03-08,9,26.46,13.11,238.14,117.99,120.15,50.45
1337,Deep Learning Mastery,Michael Chen,Beginner,66,Female,Canada,2024-11-28,3,31.99,15.87,95.97,47.61,48.36,50.39
1338,AI Ethics Handbook,Emma Brown,Beginner,19,Female,Germany,2024-09-05,10,33.04,19.03,330.4,190.3,140.1,42.4
1339,Computer Vision Essentials,John Smith,Beginner,57,Male,USA,2024-08-08,1,23.94,16.67,23.94,16.67,7.27,30.37
1340,Deep Learning Mastery,Emma Brown,Advanced,23,Male,Australia,2024-04-27,1,15.84,8.36,15.84,8.36,7.48,47.22
1341,Deep Learning Mastery,John Smith,Beginner,40,Female,Australia,2024-07-07,7,58.82,33.41,411.74,233.87,177.87,43.2
1342,Computer Vision Essentials,Sophia Davis,Beginner,55,Male,Canada,2024-12-05,10,36.06,19.43,360.6,194.3,166.3,46.12
1343,Machine Learning Guide,Sarah Johnson,Technical,44,Female,Germany,2024-10-11,8,30.69,17.76,245.52,142.08,103.44,42.13
1344,Deep Learning Mastery,Emma Brown,Business,54,Male,Canada,2024-04-21,10,28.97,17.24,289.7,172.4,117.3,40.49
1345,AI Ethics Handbook,Emma Brown,Business,31,Female,Germany,2024-02-15,7,33.76,22.26,236.32,155.82,80.5,34.06
1346,Computer Vision Essentials,Sophia Davis,Business,58,Male,USA,2024-09-17,9,26.96,12.97,242.64,116.73,125.91,51.89
1347,Deep Learning Mastery,Sophia Davis,Technical,30,Female,USA,2024-06-21,1,23.31,9.98,23.31,9.98,13.33,57.19
1348,AI Basics,Michael Chen,Technical,52,Male,India,2024-06-23,6,23.61,13.46,141.66,80.76,60.9,42.99
1349,Natural Language Processing,Sarah Johnson,Beginner,33,Male,USA,2024-02-16,1,56.43,25.63,56.43,25.63,30.8,54.58
1350,Machine Learning Guide,Michael Chen,Advanced,68,Male,Australia,2024-03-21,1,47.27,20.33,47.27,20.33,26.94,56.99
1351,Python for AI,Sarah Johnson,Business,68,Female,USA,2024-03-27,4,41.2,19.83,164.8,79.32,85.48,51.87
1352,Natural Language Processing,Emma Brown,Business,18,Female,Canada,2024-06-28,8,36.15,21.31,289.2,170.48,118.72,41.05
1353,AI in Business,John Smith,Beginner,39,Male,Canada,2024-12-04,10,21.19,9.51,211.9,95.1,116.8,55.12
1354,Computer Vision Essentials,David Lee,Advanced,48,Female,USA,2024-09-12,6,17.81,12.26,106.86,73.56,33.3,31.16
1355,Neural Networks Explained,Emma Brown,Business,21,Male,India,2024-12-12,1,42.11,23.23,42.11,23.23,18.88,44.83
1356,Natural Language Processing,John Smith,Business,21,Male,UK,2024-01-17,1,26.32,16.71,26.32,16.71,9.61,36.51
1357,AI Automation,John Smith,Business,27,Female,Australia,2024-10-10,4,31.48,13.41,125.92,53.64,72.28,57.4
1358,AI Basics,Sarah Johnson,Advanced,70,Female,India,2024-01-05,5,34.41,14.66,172.05,73.3,98.75,57.4
1359,Computer Vision Essentials,John Smith,Beginner,23,Male,UK,2024-12-18,8,21.22,14.53,169.76,116.24,53.52,31.53
1360,Machine Learning Guide,Michael Chen,Technical,52,Male,India,2024-02-03,2,24.24,16.63,48.48,33.26,15.22,31.39
1361,AI Ethics Handbook,Emma Brown,Business,66,Male,Canada,2024-12-17,7,53.21,26.97,372.47,188.79,183.68,49.31
1362,Computer Vision Essentials,Emma Brown,Business,22,Female,UK,2024-09-15,6,29.72,20.77,178.32,124.62,53.7,30.11
1363,Machine Learning Guide,Sophia Davis,Advanced,53,Male,UK,2024-04-14,4,38.97,26.36,155.88,105.44,50.44,32.36
1364,Python for AI,David Lee,Business,35,Female,Australia,2024-06-30,8,51.48,25.53,411.84,204.24,207.6,50.41
1365,Machine Learning Guide,David Lee,Beginner,19,Female,Canada,2024-06-05,6,21.98,12.66,131.88,75.96,55.92,42.4
1366,AI Basics,Sophia Davis,Advanced,64,Male,Canada,2024-09-19,3,21.15,11.75,63.45,35.25,28.2,44.44
1367,Deep Learning Mastery,Sophia Davis,Beginner,50,Male,Australia,2024-12-06,2,30.78,20.77,61.56,41.54,20.02,32.52
1368,Natural Language Processing,Michael Chen,Technical,55,Female,UK,2024-03-19,8,53.39,22.25,427.12,178.0,249.12,58.33
1369,Python for AI,Sophia Davis,Advanced,26,Female,UK,2024-07-27,5,37.11,16.93,185.55,84.65,100.9,54.38
1370,Natural Language Processing,Sarah Johnson,Business,42,Male,India,2024-02-22,8,34.37,16.75,274.96,134.0,140.96,51.27
1371,Neural Networks Explained,John Smith,Technical,62,Female,Canada,2024-04-14,3,47.66,25.89,142.98,77.67,65.31,45.68
1372,Deep Learning Mastery,Sophia Davis,Business,31,Male,India,2024-06-19,1,51.84,30.07,51.84,30.07,21.77,41.99
1373,Natural Language Processing,Michael Chen,Business,38,Male,Australia,2024-09-28,7,32.45,15.71,227.15,109.97,117.18,51.59
1374,Computer Vision Essentials,Michael Chen,Beginner,43,Female,UK,2024-10-04,2,57.44,30.99,114.88,61.98,52.9,46.05
1375,Natural Language Processing,Emma Brown,Advanced,38,Female,Canada,2024-11-24,3,52.46,28.99,157.38,86.97,70.41,44.74
1376,Natural Language Processing,Sarah Johnson,Beginner,63,Female,Canada,2024-08-12,10,24.28,14.22,242.8,142.2,100.6,41.43
1377,Neural Networks Explained,John Smith,Business,56,Male,Canada,2024-07-04,6,31.7,15.88,190.2,95.28,94.92,49.91
1378,Natural Language Processing,Sarah Johnson,Business,65,Female,Germany,2024-10-06,10,32.4,19.48,324.0,194.8,129.2,39.88
1379,Deep Learning Mastery,Sophia Davis,Business,30,Male,USA,2024-12-18,8,43.59,24.41,348.72,195.28,153.44,44.0
1380,Natural Language Processing,Sarah Johnson,Technical,28,Male,Germany,2024-12-12,7,29.72,20.24,208.04,141.68,66.36,31.9
1381,AI Ethics Handbook,Emma Brown,Beginner,29,Female,India,2024-12-04,8,17.58,12.28,140.64,98.24,42.4,30.15
1382,Deep Learning Mastery,Emma Brown,Technical,18,Female,Germany,2024-09-30,10,56.78,35.13,567.8,351.3,216.5,38.13
1383,AI in Business,David Lee,Beginner,26,Male,Germany,2024-12-08,7,17.27,10.59,120.89,74.13,46.76,38.68
1384,Natural Language Processing,Sarah Johnson,Technical,55,Female,Australia,2024-12-22,5,52.53,32.9,262.65,164.5,98.15,37.37
1385,Computer Vision Essentials,Michael Chen,Advanced,70,Male,UK,2024-05-20,9,28.53,16.75,256.77,150.75,106.02,41.29
1386,AI Ethics Handbook,John Smith,Business,47,Male,Australia,2024-07-29,10,38.34,15.47,383.4,154.7,228.7,59.65
1387,Machine Learning Guide,Emma Brown,Business,33,Male,Germany,2024-09-03,1,34.52,14.55,34.52,14.55,19.97,57.85
1388,Natural Language Processing,John Smith,Business,29,Female,USA,2024-10-16,9,58.41,37.86,525.69,340.74,184.95,35.18
1389,AI in Business,Michael Chen,Beginner,64,Male,Germany,2024-12-19,6,48.02,27.86,288.12,167.16,120.96,41.98
1390,Neural Networks Explained,John Smith,Advanced,63,Male,Australia,2024-12-19,1,52.19,24.36,52.19,24.36,27.83,53.32
1391,AI Ethics Handbook,David Lee,Technical,56,Female,Australia,2024-11-28,3,57.48,38.11,172.44,114.33,58.11,33.7
1392,Deep Learning Mastery,David Lee,Technical,54,Female,USA,2024-03-06,4,38.35,25.36,153.4,101.44,51.96,33.87
1393,AI Basics,Sarah Johnson,Technical,33,Female,India,2024-07-06,4,41.62,24.68,166.48,98.72,67.76,40.7
1394,AI Ethics Handbook,Sarah Johnson,Beginner,54,Male,India,2024-07-10,5,24.02,15.4,120.1,77.0,43.1,35.89
1395,AI Basics,Michael Chen,Business,35,Female,Germany,2024-07-15,3,32.92,14.63,98.76,43.89,54.87,55.56
1396,AI Basics,David Lee,Beginner,19,Female,Canada,2024-03-29,9,35.05,20.54,315.45,184.86,130.59,41.4
1397,AI Ethics Handbook,John Smith,Technical,42,Male,Canada,2024-12-14,10,57.16,33.16,571.6,331.6,240.0,41.99
1398,Neural Networks Explained,David Lee,Beginner,19,Female,India,2024-07-02,9,24.11,10.06,216.99,90.54,126.45,58.27
1399,AI Automation,David Lee,Business,32,Male,Canada,2024-02-27,9,53.51,29.81,481.59,268.29,213.3,44.29
1400,Deep Learning Mastery,Sarah Johnson,Technical,31,Female,Australia,2024-04-27,10,59.22,39.59,592.2,395.9,196.3,33.15
1401,Python for AI,David Lee,Business,38,Female,USA,2024-11-02,2,46.35,20.14,92.7,40.28,52.42,56.55
1402,AI Automation,David Lee,Technical,63,Female,India,2024-08-11,1,20.25,14.07,20.25,14.07,6.18,30.52
1403,Deep Learning Mastery,Sophia Davis,Business,34,Female,UK,2024-06-30,6,55.58,23.04,333.48,138.24,195.24,58.55
1404,AI Automation,David Lee,Technical,55,Male,Germany,2024-05-09,4,48.02,30.18,192.08,120.72,71.36,37.15
1405,Python for AI,Sarah Johnson,Beginner,27,Female,UK,2024-10-20,2,52.45,33.78,104.9,67.56,37.34,35.6
1406,Natural Language Processing,David Lee,Beginner,63,Male,Germany,2024-11-15,1,16.59,9.19,16.59,9.19,7.4,44.61
1407,AI Automation,John Smith,Beginner,60,Female,Canada,2024-05-11,4,51.71,23.12,206.84,92.48,114.36,55.29
1408,Natural Language Processing,Michael Chen,Beginner,33,Female,Australia,2024-04-14,10,54.19,35.68,541.9,356.8,185.1,34.16
1409,Natural Language Processing,David Lee,Beginner,58,Female,Germany,2024-09-05,1,42.33,22.53,42.33,22.53,19.8,46.78
1410,Neural Networks Explained,Sophia Davis,Technical,38,Male,Germany,2024-02-15,10,46.69,19.5,466.9,195.0,271.9,58.24
1411,AI Basics,John Smith,Beginner,68,Female,Canada,2024-02-06,6,57.59,29.35,345.54,176.1,169.44,49.04
1412,Python for AI,Michael Chen,Business,51,Male,USA,2024-03-24,10,28.61,19.73,286.1,197.3,88.8,31.04
1413,Python for AI,David Lee,Advanced,69,Female,Australia,2024-08-09,1,37.64,23.54,37.64,23.54,14.1,37.46
1414,AI in Business,Emma Brown,Advanced,57,Male,India,2024-03-22,7,41.79,28.06,292.53,196.42,96.11,32.85
1415,Natural Language Processing,Sarah Johnson,Beginner,47,Male,UK,2024-04-06,6,50.15,24.94,300.9,149.64,151.26,50.27
1416,AI Automation,John Smith,Beginner,64,Female,India,2024-03-16,4,30.93,12.8,123.72,51.2,72.52,58.62
1417,AI Ethics Handbook,David Lee,Business,45,Female,Canada,2024-08-20,5,58.34,31.88,291.7,159.4,132.3,45.35
1418,AI Ethics Handbook,Michael Chen,Business,34,Female,Canada,2024-02-04,3,25.59,14.81,76.77,44.43,32.34,42.13
1419,Natural Language Processing,Sophia Davis,Business,22,Male,India,2024-12-29,9,25.07,13.71,225.63,123.39,102.24,45.31
1420,Computer Vision Essentials,Sophia Davis,Business,69,Male,Germany,2024-04-18,7,41.32,18.11,289.24,126.77,162.47,56.17
1421,AI in Business,Sarah Johnson,Business,37,Female,Australia,2024-10-14,10,44.31,22.85,443.1,228.5,214.6,48.43
1422,AI Automation,Sophia Davis,Beginner,70,Male,USA,2024-11-19,4,57.33,37.32,229.32,149.28,80.04,34.9
1423,Deep Learning Mastery,Sarah Johnson,Technical,58,Male,Germany,2024-06-08,2,38.46,19.45,76.92,38.9,38.02,49.43
1424,Python for AI,John Smith,Technical,59,Male,India,2024-11-06,5,30.37,12.23,151.85,61.15,90.7,59.73
1425,AI Ethics Handbook,Michael Chen,Technical,63,Female,India,2024-09-26,7,23.68,14.75,165.76,103.25,62.51,37.71
1426,AI Automation,Sophia Davis,Beginner,66,Female,Canada,2024-02-12,9,55.85,27.48,502.65,247.32,255.33,50.8
1427,Natural Language Processing,Sophia Davis,Business,68,Female,India,2024-08-09,8,39.08,22.84,312.64,182.72,129.92,41.56
1428,AI in Business,David Lee,Advanced,21,Female,India,2024-01-07,4,33.54,21.48,134.16,85.92,48.24,35.96
1429,AI Automation,David Lee,Advanced,48,Female,Australia,2024-07-28,1,53.17,31.67,53.17,31.67,21.5,40.44
1430,Python for AI,Sarah Johnson,Beginner,30,Male,Germany,2024-04-19,1,51.0,33.16,51.0,33.16,17.84,34.98
1431,Deep Learning Mastery,John Smith,Business,47,Male,Australia,2024-03-10,10,50.35,28.91,503.5,289.1,214.4,42.58
1432,AI Ethics Handbook,Michael Chen,Business,25,Male,Canada,2024-10-28,4,52.17,35.18,208.68,140.72,67.96,32.57
